View Order Detail,មើលប៉ុងលម្អិត
Print Bill,បោះពុម្ភវិកយប័ត្រ
Total Quantity,ចំនួនសរុប
Created by,បង្កើតដោយ
Use Amount,ទឹកប្រាក់ប្រើប្រាស់
Total/Balance,សរុប/សមតុល្យ
Transaction Type,ប្រភេទប្រតិបត្តិការណ៌
Are you sure you want to delete this coupon code?,តើអ្នកពិតជាចង់លុបលេខគូប៉ុងនេះមែនទេ?
Delete Coupon,លុបគូប៉ុង
Today Bill / Total Coupon,សរុបវិកយប័ត្រ/ចំនួនគូប៉ុង
Show/Hide Summary,បង្ហាញ/លាក់ព័ត៌មានសង្ខេប
Closed by,បិទដោយ
Start Date,ថ្ងៃចាប់ផ្តើម
Working Day #,លេខថ្ងៃធ្វើការ
Top Up,ដាក់ប្រាក់បន្ថែម
Cashier Shift #,លេខវេណលក់
Coupon Value,តម្លៃគូប៉ុង
Coupon value,តម្លៃគូប៉ុង
Total Coupon Value,សរុបតម្លៃគូប៉ុង
End Date,ថ្ងៃបញ្ចប់
Redeem,ដកប្រាក់
Redeemed,ដកប្រាក់
Balance,សមតុល្យ
Coupon #,លេខគូប៉ុង
Invoice #,លេខវិកយប័ត្រ
POS Station,ម៉ាស៊ីនលក់
Coupon Transaction,ប្រតិបត្តិការប្រើប្រាស់គូប៉ុង
Coupon Transactions,ប្រតិបត្តិការប្រើប្រាស់គូប៉ុង
Actual Amount,តម្លៃជាក់ស្តែង
Total Tax,ពន្ធសរុប
This coupon is register by:,លេខគូប៉ុងនេះត្រូវបានបង្កើតដោយ:
This coupon is register by,លេខគូប៉ុងនេះត្រូវបានបង្កើតដោយ:
Payment Breakdown,បែងចែកការទូទាត់
Daily Sale Chart,តារាងលក់ប្រចាំថ្ងៃ
Recent Order,ការបញ្ជាទិញថ្មីៗ
View all orders,មើលការបញ្ជាទិញទាំងអស់
Pending Order,បញ្ជាទិញកំពុងរងចាំ
Please enter price,សូមបញ្ជូលតម្លៃ
Change Profile,ប្តូរប្រវត្តិរូប
Take Photo,ផ្ទុករូបភាព
Upload Photo,ផ្ទុករូបភាព
Remove File,លុបឯកសារ
Show more,បង្ហាញព័ត៌មានទាំងអស់
Show More,បង្ហាញព័ត៌មានទាំងអស់
Hide Info,លាក់ព័ត៌មាន
Product Category,ប្រភេទផលិតផល
Unit,ឯកតា
Price,តម្លៃ
Note,កំណត់ចំណាំ
Created By,បង្កើតដោយ
days ago,ថ្ងៃមុន
minutes ago,នាទីមុន
hours ago,ម៉ោងមុន
a day ago,ម្សិលមិញ
Exchange Rate,អត្រាប្ដូរប្រាក់
Created Date,កាលបរិច្ឆេទបង្កើត
Products,ផលិតផល
Total Transaction,ចំនួនប្រតិបត្តិការណ៌
Print,បោះពុម្ភ
Stock Adjustment History,ប្រវត្តិកែស្តុក
Quantity,ចំនួន
Search By Product Name,ស្វែងរកតាមឈ្មោះផលិតផល
Pleas Select Stock Location,សូមជ្រើសរើសទីតាំងស្តុក
Code,កូដ
Sale Date,ថ្ងៃលក់
Current Quantity,ចំនួនបច្ចុប្បន្ន
Sub Total,សរុបរង
New Quantity,ចំនួនថ្មី
Receipt List,តារាងវិកយប័ត្រ
New Cost,ថ្លៃដើមថ្មី
Different,លម្អៀង
Prices,តម្លៃ
Product Price,តម្លៃផលិតផល
Product,ផលិតផល
Between Date,ចន្លោះថ្ងៃ
Equal,ស្មើរ
Greater than,ធំជាង
Greater than and Equal,ធំជាងឬស្មើរ
Less than,តូចជាង
Less than and Equal,តូចជាងឬស្មើរ
Delete,លុប
Save,រក្សាទុក
Cancel,បោះបង់
Category,ប្រភេទ
Cost,ថ្លៃដើម
Grand Total,តម្លៃសរុប
Product Name Kh,ឈ្មោះផលិតផលជាភាសាខ្មែរ
Product Name En,ឈ្មោះផលិតផលជាអង់គ្លេស
Revenue Group,ក្រុមចំណូល
Product Information,ព័ត៌៌មានផលិតផល
On Date,នៅថ្ងៃទី
Select Date,ជ្រើសរើសកាលបរិច្ឆេទ
Yesterday,ម្សិលមិញ
This Week,សប្ដាហ៍នេះ
Last Week,សប្ដាហ៍មុន
Next Week,សប្ដាហ៍ក្រោយ
This Month,ខែនេះ
Last Month,ខែមុន
Next Month,ខែក្រោយ
This Quarter,ត្រីមាសនេះ
Last Quarter,ត្រីមាសមុន
This Year,ឆ្នាំនេះ
Date Range,ចន្លោះថ្ងៃ
Last Year,ឆ្នាំមុន
Total Discount,បញ្ចុះតម្លៃសរុប
Items Discount,បញ្ចុះតម្លៃលើទំនិញ
Sale Discount,លក់បញ្ចុះតម្លៃ
Discountable Amount,ចំនួនទឹកប្រាក់ដែលអាចបញ្ចុះតម្លៃ
Add Price,បញ្ចូលតម្លៃ
Delete Price,លុបតម្លៃ
QTY,ចំនួន
QTY:,ចំនួន:
Discount,បញ្ចុះតម្លៃ
Tax,ពន្ធ
Total Orders,បញ្ជាទិញសរុប
Total Amt,ទឹកប្រាក់សរុប
Profit,ប្រាក់ចំណេញ
Total Revenue,ប្រាក់ចំណូលសរុប
Total Cost,ថ្លៃដើមសរុប
Total Gross Profit,ប្រាក់ចំណេញសរុប
Date,កាលបរិច្ឆេទ
Total Commission,កម្រៃជើងសារសរុប
Credit Card,កាតឥណទាន
Total Payment,ទូទាត់ប្រាក់សរុប
Other,ផ្សេងទៀត
User,អ្នកប្រើប្រាស់
Customer,អតិថិជន
Revenue,ប្រាក់ចំណូល
Sale Reports,របាយការណ៌លក់
Sale Receipt A4,បង្កាន់ដៃលក់ A4
Sale Receipt A6,បង្កាន់ដៃលក់ A6
Show/Hide Chart,បង្ហាញ/លាក់ក្រាហ្វ
Redeem List,បញ្ជីប្តូរគូប៉ុង
Sale Coupon,លក់គូប៉ុង
Sale Coupon List,បញ្ជីលក់គូប៉ុង
Top Up Coupon List,បញ្ជីបញ្ចូលគូប៉ុង
Top Up Coupon,បញ្ចូលគូប៉ុង
Coupon Code,លេខគូប៉ុង
Total Coupon:,សរុបគូប៉ុង
Total Coupon,សរុបគូប៉ុង
Total Amount:,សរុបតម្លៃ
Total Amount,សរុបតម្លៃ
Scan to Add,ស្កេនដើម្បីបញ្ជូល
Scan to Remove,ស្កេនដើម្បីលុប
Please scan coupon code,សូមបញ្ជូលលេខគូប៉ុងនៅទីនេះ
Please enter or scan qr code,សូមបញ្ជូល ឬស្កេន QR កូដ
Date of Birth,ថ្ងៃខែឆ្នាំកំណើត
Customer Code,លេខកូដអតិថិជន
Customer Name EN,ឈ្មោះអតិថិជនជាអង់គ្លេស
Customer Name KH,ឈ្មោះអតិថិជនជាភាសាខ្មែរ
Customer Name,ឈ្មោះអតិថិជន
Name Kh,ឈ្មោះជាភាសាខ្មែរ
Note on Product,កំណត់ចំណាំអំពីផលិតផល
More,ផ្សេងទៀត
Company Name,ឈ្មោះក្រុមហ៊ុន
Company,ក្រុមហ៊ុន
Jobs,ការងារ
Contact Infromation,ព័ត៌មានទំនាក់ទំនង
Address & Note,អាសយដ្ឋាន & កំណត់ចំណាំ
Address,អាសយដ្ឋាន
Phone Number 1,លេខទូរស័ព្ទ ១
Phone Number 2,លេខទូរស័ព្ទ ២
Email Address,អាសយដ្ឋានអ៊ីមែល
Add Customer,បញ្ចូលអតិថិជន
Add new customer,បញ្ចូលអតិថិជនថ្មី
Customer List,បញ្ជីអតិថិជន
Customer Product Prices,តារាងម្លៃតាមអតិថិជន
Please scan member card,សូមស្កេនកាតសមាជិក
Scan Member Card,ស្កេនកាតសមាជិក
Phone Number,លេខទូរស័ព្ទ
Location,ទីតាំង
Group,ក្រុម
coupon_code_number_does_not_exist,គូប៉ុងកូដលេខ {coupon} មិនទាន់បានជ្រើសរើសទេ។
Discount Percent,ភាគរយបញ្ចុះតម្លៃ
Discount Amount,ចំនួនទឹកប្រាក់បញ្ចុះតម្លៃ
No.,ល.រ
Daily Sale Revenue,ចំណូលលក់ប្រចាំថ្ងៃ
Totals:,សរុប:
Sale Revenue,ចំណូលលក់
Closed,បិទ
Close,បិទ
Opened,បើក
View Graph as Bar Chart,មើលក្រាហ្វជាប្រភេទសសរ
Recent Transactions,ប្រតិបត្តិការថ្មីៗ
View Graph as Line Chart,មើលក្រាហ្វជាប្រភេទខ្សែបន្ទាត់
View Data,មើលទិន្នន័យ
Sale Breakdown by Coupon Code,ចំណូលលក់តាមប្រភេទគូប៉ុង
Payment Type,ប្រភេទទូទាត់
Payment Date,ថ្ងៃបង់ប្រាក់
Status,ស្ថានភាព
Cashier Shift List,តារាងវេណលក់
Shift Type,វេណលក់
Shift,វេណលក់
Opened By,បើកដោយ
Opened Date,ថ្ងៃបើក
Payment Amount,ចំនួនទឹកប្រាក់ទូទាត់
Payment Amount{1},ចំនួនទឹកប្រាក់ទូទាត់
Sale Payment Invoices Row #{0}: Value cannot be negative for {1},វិក័យប័ត្រទូទាត់លក់ ជួរ #{0}: តម្លៃមិនអាចជាលេខអវិជ្ជមានសម្រាប់ {1}
Cash RIEL,ប្រាក់រៀល
Cash Riel,ប្រាក់រៀល
ABA RIEL,ABA រៀល
ABA Riel,ABA រៀល
ABA Dollar,ABA ដុល្លា
ABA DOLLAR,ABA ដុល្លា
Revenue vs Coupon Used by Station,ចំណូល និងការប្រើប្រាស់គូប៉ុងតាមទីតាំងលក់
Please enter your station name.,សូមបញ្ជូលឈ្មោះទីតាំងលក់
Please enter station name,សូមបញ្ជូលឈ្មោះទីតាំងលក់
Enter Station Name,បញ្ជូលឈ្មោះទីតាំងលក់
Station name,ទីតាំងលក់
Station Name,ម៉ាស៊ីនលក់
Parent Bill #,លេខបុងមេ
Recent Sale Invoices,វិក័យប័ត្រលក់ថ្មីៗ
Deleted Date,ថ្ងៃលុប
Deleted By,លុបដោយ
Deleted by,លុបដោយ
This bill is split from bill number:,បុងនេះត្រូវបានបំបែកចេញពីបុងមេលេខ៖
Split Bill List,តារាងបុងបំបែក
Today Sale Invoice,វិក័យប័ត្រលក់ថ្ងៃនេះ
Quick Links,តំណភ្ជាប់រហ័ស
Last Update Station,ទីតាំងកែប្រែចុងក្រោយ
Last Update PC,ទីតាំងកែប្រែចុងក្រោយ
Today Sale Amount,ទឹកប្រាក់លក់ថ្ងៃនេះ
MTD Sale Invoice,វិក័យប័ត្រលក់ខែនេះ
MTD Sale Amount,ទឹកប្រាក់លក់ខែនេះ
Coupon Transaction List,បញ្ជីប្រតិបត្តិការប្រើប្រាស់គូប៉ុង
Coupon Number,លេខគូប៉ុង
Sale Summary,សង្ខេបការលក់
Total Select Quantity,ចំនួនដឹកចេញ
Free Quantity,ចំនួនហ្វ្រី
Return Quantity,ចំនួនសល់មកវិញ
Split Quantity,ចំនួនបំបែក
Quantity Summary,ចំនួនសង្ខេប
Daily Sale Statistic,ស្ថិតិលក់
Close Amount,ប្រាក់បិទបញ្ជីរ
Difference Amount,ប្រាក់លម្អៀង
Total Bill,សរុបវិកយប័ត្រ
Warning,ព្រមាន
shift_already_opened,{shift_name} ត្រូវបានបើក និងបិទរួចហើយក្នុងថ្ងៃនេះ. តើអ្នកពិតជាចង់បើកម្តងទៀតមែនទេ?
Are you sure you want start cashier shift?,តើអ្នកពិតជាចង់បើកវេណលក់មែនទេ?
Morning Shift,វេណព្រឹក
Afternoon Shift,វេណរសៀល
Night Shift,វេណយប់
Open shift note,កំណត់ចំណាំពេលបើកវេណ
Total Cash Float,សរុបប្រាក់បើកឲ្យដំបូង
Go Home,ទៅទំព័រដើម
Working Date,ថ្ងៃធ្វើការ
There's no working day opened. Please start working day first.,អ្នកមិនទាន់បានបើកថ្ងៃលក់ទេ។ សូមបើកថ្ងៃលក់ជាមុនសិន។
Start Working Day Now,ចាប់ផ្តើមបើកថ្ងៃធ្វើការឥឡូវនេះ
Closed Date,ថ្ងៃបិទ
Closed By,បិទដោយ
Print Preview,មើលមុនបោះពុម្ព
Download PDF,ទាញយកឯកសារ PDF
Working Day List,បញ្ជីថ្ងៃធ្វើការ
Coupon Amount,ចំនួនទឹកប្រាក់ក្នុងគូប៉ុង
Select Customer,ជ្រើសរើសអតិថិជន
View all top ups,មើលការដាក់ប្រាក់បន្ថែមទាំងអស់
View all Coupon Transactions,មើលប្រតិបត្តិការគូប៉ុងទាំងអស់
View all redeems,មើលការដកប្រាក់ទាំងអស់
Coupon Status,ស្ថានភាពគូប៉ុង
Please scan or enter your coupon code.,សូមស្កេន ឬបញ្ចូលលេខគូប៉ុងរបស់អ្នក។
Choose Top-Up Option,ជ្រើសរើសជម្រើសបញ្ចូលទឹកប្រាក់
Scan qr code here,ស្កេន code qr នៅទីនេះ
Top Up Note,កំណត់ចំណាំបញ្ចូលទឹកប្រាក់
Redeem Note,កំណត់ចំណាំដកប្រាក់
No Record Found,មិនមានទិន្នន័យ
empty_record_message,មិនមាន {doctype} ដែលត្រូវនិងការចម្រោះរបស់អ្នក។ សូមជម្រះចម្រោះ ដើម្បីមើល {doctype} ទាំងអស់។
About,អំពី
No Selected,មិនបានជ្រើសរើស
Show Record,បង្ហាញទិន្នន័យ
Show record,បង្ហាញទិន្នន័យ
Showing Record,បង្ហាញទិន្នន័យ
Showing record,បង្ហាញទិន្នន័យ
Close shift note,កំណត់ចំណាំបិទវេណ
Close Shift Amount,ទឹកប្រាក់បិទវេណ
Loading more...,ទាញទិន្នន័យបន្ថែម...
Enter Number,បញ្ជូលលេខ
Clear,ជម្រះ
of,នៃ
Store Payment List,បញ្ជីទូទាត់តាមហាង
Vendor,អ្នកផ្គត់ផ្គង់
Vendor Name,ឈ្មោះអ្នកផ្គត់ផ្គង់
Enter Pin Code,បញ្ជូលលេខកូដ
Vendor Group,ក្រុមអ្នកលក់
Total Credit Amount,ចំនួនទឹកប្រាក់ឥណទានសរុប
Contact Name,ឈ្មោះទំនាក់ទំនង
Province,ខេត្ត
Credit,ឥណទាន
Debit,ឥណពន្ធ
Opening Balance,សមតុល្យដើមគ្រា
Store Detail,ព័ត៌មានលម្អិតអំពីហាង
Store #,ហាង
Are you sure you want to print this document?,តើអ្នកពិតជាចង់បោះពុម្ភឯកសារនេះមែនទេ?
Store Name,ឈ្មោះហាង
Confirm,បញ្ជាក់
Delete Sale,លុបវិកយប័ត្រ
Are you sure you want to delete this Sale Order?,តើអ្នកពិតជាចង់លុបវិកយប័ត្រនេះមែនទេ?
There's cashier shift still opened. Please close cashier shift first,មានវេណលក់កំពុងតែបើក។ សូមបិទវេណលក់ជាមុនសិន មុននឹងបិទថ្ងៃលក់
Close Cashier Shift Now,បិទវេនលក់ឥឡូវនេះ
Store Payment,ទូទាត់តាមហាង
Please enter payment amount,សូមបញ្ជូលទឹកប្រាក់ទូទាត់
Unused,មិនទាន់ប្រើ
Receive By,ទទួលដោយ
Receive By Phone Number,លេខទូរស័ព្ទអ្នកទទួល
Payment Method,ទូទាត់តាមរយៈ
Add Payment,បញ្ជូលការបង់ប្រាក់
Input Amount,ចំនួនទឹកប្រាក់បញ្ចូល
Store Payment Detail,ព័ត៌មានលម្អិតអំពីការទូទាត់តាមហាង
Store Payment History,ប្រវត្តិនៃការបង់ប្រាក់
Stores,ហាង
Store List,បញ្ជីហាង
View All Coupon Codes,មើលលេខគូប៉ូងទាំងអស់
Coupon Code List,តារាងបញ្ចីលេខគូប៉ុង
Expired Date,ថ្ងៃផុតកំណត់
Used Coupon,បានប្រើប្រាស់
Amount to Redeem,ទឹកប្រាក់ត្រូវដក
Total Redeem Amount,សរុបទឹកប្រាក់ត្រូវដក
Remaining Value,តម្លៃដែលនៅសល់
Remaining Amount,ចំនួនទឹកប្រាក់ដែលនៅសល់
Top Up Value,តម្លៃបញ្ចូលទឹកប្រាក់
Top Up Amount,ចំនួនទឹកប្រាក់បញ្ចូលទឹកប្រាក់
Total Value,តម្លៃសរុប
Coupon Name,ឈ្មោះគូប៉ុង
Cashier,អ្នកគិតលុយ
By,ដោយ
Tube Ice Invoice,ប៉ុងទឹកកកអនាម័យ
Block Ice Invoice,ប៉ុងទឹកកកដើម
Payment amount cannot greater than purchase order amount,ចំនួនទឹកប្រាក់ទូទាត់មិនធំជាងចំនួនទឹកប្រាក់បញ្ជាទិញបានទេ។
Add new Store Payment,បញ្ចូលទូទាត់តាមហាងថ្មី
This product has been use in inventory transaction. We can not change this to none inventory tracking product.,ផលិតផលនេះបានប្រើក្នុងប្រតិបត្តិការសារពើភ័ណ្ឌរួចហើយ។ យើងមិនអាចផ្លាស់ប្តូរវាទៅជាផលិតផលដែលមិនតាមដានសារពើភ័ណ្ឌបានទេ។
Borrow,ខ្ចី
Borrow Product,ខ្ចីសងទំនិញ
Return,សល់មកវិញ
Please select account code for borrow account,សូមជ្រើសរើសលេខកូដគនណីសម្រាប់គនណីខ្ចីទំនិញ,
Submit this document to confirm,សូមចុចលើបូតុង បញ្ជូន បញ្ជាក់នឹងបិទឯកសារនេះ
Customer Code Name,អតិថិជន
Add return successfully,បញ្ជូលការសងទំនិញបានសម្រេច
This is a return product transaction,នេះគឺជាប្រតិបត្តិការសងទំនិញ
Returned,បានសង
Return Product,សងទំនិញ
You last edited this,អ្នកបានកែប្រែចុងក្រោយ
{0} last edited this,{0} កែប្រែចុងក្រោយ
{0} created this,{0} បានបង្កើត
You created this,អ្នកបានបង្កើត
Reference Name,លេខយោង
Reference Document Type,ប្រភេទឯកសារយោង
Borrow Account,គណនីខ្ចី
Saving...,កំពុងរក្សាទុក...
Partially Return,សងបានខ្លះ
Add new return transaction,បញ្ជូលការសងទំនិញ,
Return quantity can not be greater than borrow quantity,ចំនូនសងមិនអាចធំជាងចំនួនខ្ចីបានទេ
Borrow Return Product,កម្ចីនិងការសងទំនិញ
Return date can not be smaller than borrow date,ថ្ងៃសងទំនិញមិនអាចតូចជាងថ្ងៃខ្ចីទំនិញបានទេ
No Data,គ្មានទិន្នន័យ
Opening,សមតុល្យដើមគ្រា
Debit Amount: {0},ចំនួនទឹកប្រាក់ឥណពន្ធ: {0}
Payment Amount: {0},ចំនួនទឹកប្រាក់ទូទាត់: {0}
Write Off Amount: {0},ទឹកប្រាក់កាត់ចោល: {0}
Borrow Reference Name,លេខយោងខ្ចី
Borrow Duration: {0} Day(s),ចំនួនថ្ងៃខ្ចី {0}
Borrow Product Balance,ចំនួនជំពាក់ទំនិញ
Please enter return quantity,សូមបញ្ជូលចំនួនត្រូវសង,
Business Name EN,ឈ្មោះអាជីវកម្ម
Riel,រៀល
Import,ដាក់ឯកសារចូល
Reload List,ផ្ទុកបញ្ជីឡើងវិញ
Bulk Delete,លុបជាក្រុម
Add / Update,បន្ថែម / ធ្វើបច្ចុប្បន្នភាព
Last Edited By,កែប្រែចុងក្រោយដោយ
Created By,បង្កើតដោយ
Previous Document,ឯកសារមុន
Next Document,ឯកសារបន្ទាប់
Templates,ទម្រង់គំរូ
ascending,ឡើង(តាមលំដាប់)
descending,ចុះ(តាមលំដាប់)
Filters,តម្រង
Filter Applied,តម្រង
Clear all filters,លុបតម្រងទាំងអស់
Deleted By,លុបដោយ
Update From,ធ្វើបច្ចុប្បន្នភាពពី
Default Layout,ទម្រង់ដើម
Create Layout,បង្កើតទម្រង់
Manage Layouts,គ្រប់គ្រងទម្រង់

Can not duplicate Unit: {0}. It is already used in row {1}.,មិនអាចមានឯកតាស្ទួនបានទេ៖ {0}។ វាត្រូវបានប្រើរួចហើយនៅជួរទី {1}។

Currency Setting, ការកំណត់រូបិយប័ណ្ណ
Second Currency, រូបិយប័ណ្ណទីពីរ
Base Exchange Currency, រូបិយប័ណ្ណមូលដ្ឋានសម្រាប់ប្តូរ
Close Selling Setting, ការកំណត់បិទការលក់
Closed Doctype, ប្រភេទឯកសារដែលបានបិទ
Is Submittable, អាចដាក់ស្នើ
Outlet Setting, ការកំណត់កន្លែងលក់
Last Edited By You, បានកែសម្រួលចុងក្រោយដោយអ្នក
Created By {0}, បង្កើតដោយ {0}
{0}minutes ago,{0} នាទីមុន
{0} minutes ago,{0} នាទីមុន
Default Stock Location,ទីតាំងស្តុកលំនាំដើម
Driver Phone Number,លេខទូរស័ព្ទអ្នកបើកបរ
Outlet Unit, ឯកតាកន្លែងលក់
Sale Products,ផលិតផលលក់
Receipt #,លេខបង្កាន់ដៃ
Booking,ការកក់
Booking Event,ព្រឹត្តិការណ៍កក់
Delivery Date,កាលបរិច្ឆេទដឹកជញ្ជូន
Booking Products,ផលិតផលដែលបានកក់
Editing Row{0},កំពុងកែសម្រួលជួរ {0}
Editing Row {0},កំពុងកែសម្រួលជួរ {0}
Filters{0}, តម្រង​{0}
Filters {0}, តម្រង​ {0},
Recent Sale,ការលក់ថ្មីៗ
Recent Payment,ការទូទាត់ថ្មីៗ
Invoice No,លេខវិក្កយបត្រ
Write Off Amount,ទឹកប្រាក់កាត់ចោល
Calender,ប្រតិទិន
Month,ខែ
month,ខែ
week,សប្តាហ៍
Week,សប្តាហ៍
day,ថ្ងៃ
Day,ថ្ងៃ
today,ថ្ងៃនេះ
Today,ថ្ងៃនេះ
Product Material,សម្ភារៈផលិតផល
Product Materials,សម្ភារៈផលិតផល
Allow Free,អនុញ្ញាតឱ្យឥតគិតថ្លៃ
Allow Return,អនុញ្ញាតឱ្យប្រគល់ត្រឡប់
Allow Change Price,អនុញ្ញាតឱ្យប្តូរតម្លៃ
Show in Customer Product Price,បង្ហាញក្នុងតម្លៃផលិតផលរបស់អតិថិជន
Sort Order,លំដាប់តម្រៀប
Default Sale Transaction Type,ប្រភេទប្រតិបត្តិការលក់លំនាំដើម
Color,ពណ៌
Allow Change Sale Type,អនុញ្ញាតឱ្យប្តូរប្រភេទការលក់,
Choose a color,ជ្រើសរើសពណ៌
Delete row,លុបជួរ
Delete Row,លុបជួរ
Edit row,កែសម្រួលជួរ
Edit Row,កែសម្រួលជួរ
Duplicate row,ចម្លងជួរ
Duplicate Row,ចម្លងជួរ
Outlet Lable,ស្លាកសាខា
Multipler,មេគុណ
Is Inventory Product,ជាផលិតផលក្នុងស្តុក
Opening Quantity,ចំនួនដើម
Costing Method,វិធីសាស្ត្រគណនាថ្លៃដើម
Default Sale Stock Location,ទីតាំងស្តុកលក់លំនាំដើម
Purchasing,ការទិញ
Allow Purchase,អនុញ្ញាតឱ្យទិញ
Purchase Price,តម្លៃទិញ
Allow Purchase in Purchase Ice Feature,អនុញ្ញាតឱ្យទិញក្នុងមុខងារទិញទឹកកក
This is option to allow ICE product to Purchase Ice for other Ice Factory.,ជម្រើសនេះអនុញ្ញាតឱ្យផលិតផលទឹកកកអាចទិញតាមមុខងារទិញទឹកកកពីរោងចក្រទឹកកកផ្សេងទៀត។
Purchase Orders,បញ្ជាទិញ
Party Type,ប្រភេទភាគី
Party,ភាគី
Purchase Products,ផលិតផលដែលបានទិញ
Party Name,ឈ្មោះភាគី
Request By,ស្នើសុំដោយ
Write Off,កាត់ចោល
Purchase Order Payment,ការទូទាត់បញ្ជាទិញ
From Purchase Orders,ពីបញ្ជាទិញ
Get Purchase Order Invoices by Date,ទាញយកវិក្កយបត្របញ្ជាទិញតាមកាលបរិច្ឆេទ
Get Invoice,ទាញយកវិក្កយបត្រ
Get Invoices,ទាញយកវិក្កយបត្រ
Purchase Order Invoices,វិក្កយបត្របញ្ជាទិញ
PO Invoice #,លេខវិក្កយបត្រ PO
Purchase Order Date,កាលបរិច្ឆេទបញ្ជាទិញ
Purchase Order Balance,សមតុល្យបញ្ជាទិញ
Input Write off Amount,បញ្ចូលចំនួនទឹកប្រាក់កាត់ចោល
Total Invoices,សរុបវិក្កយបត្រ
Total Write off Amount,សរុបទឹកប្រាក់កាត់ចោល
Inventory Transactions,ប្រតិបត្តិការស្តុក
In Quantity,ចំនួនចូល
Out Quantity,ចំនួនចេញ
Current Cost,ថ្លៃដើមបច្ចុប្បន្ន
Is Calculate Cost,គណនាថ្លៃដើម
Ref Doctype,ប្រភេទឯកសារយោង
Ref Docname,ឈ្មោះឯកសារយោង
Block Grid Number,លេខក្រឡាប្លុក
Produce Grid 1 to 4,ក្រឡាផលិត 1 ដល់ 4
Block Ice Produce,ការផលិតទឹកកកដើម
Total Defected Quantity,ចំនួនខូចសរុប
Block Grid Name,ឈ្មោះក្រឡាប្លុក
Produce Data,ទិន្នន័យផលិតកម្ម
Defected Quantity,ចំនួនខូច
Tube Ice Produce,ការផលិតទឹកកកអនាម័យ
Total Start Meter Number,លេខម៉ែត្រចាប់ផ្តើមសរុប
Total End Meter Number,លេខម៉ែត្របញ្ចប់សរុប
Tube Ice Produce Quantity,ចំនួនផលិតទឹកកកអនាម័យ
Machine Name,ឈ្មោះម៉ាស៊ីន
Start Meter Number,លេខម៉ែត្រចាប់ផ្តើម
End Meter Number,លេខម៉ែត្របញ្ចប់
Produce Drop,ផលិតផលទម្លាក់
Infected Quantity,ចំនួនមានបញ្ហា
Allow Edit Start Meter Number,អនុញ្ញាតឱ្យកែប្រែលេខម៉ែត្រចាប់ផ្តើម
Total Produce Drop,ផលិតផលទម្លាក់សរុប
Total Infected Quantity,ចំនួនមានបញ្ហាសរុប
Warning: Please double-check the Posting Date before submitting this form!,ការព្រមាន៖ សូមពិនិត្យកាលបរិច្ឆេទកត់ត្រាឱ្យបានច្បាស់ម្តងទៀត មុនពេលដាក់ស្នើទម្រង់នេះ!
Permission,សិទ្ធិអនុញ្ញាត
Remove Sale Product,លុបផលិតផលលក់
Change Customer,ប្តូរអតិថិជន
POS Payment,ការទូទាត់ POS
Delete Bill,លុបវិក្កយបត្រ
Outlet Name,ឈ្មោះសាខា
Allow multiple site login,អនុញ្ញាតឱ្យចូលប្រព័ន្ធច្រើនទីតាំង
Is Used,កំពុងប្រើប្រាស់
Tube Ice Machine,ម៉ាស៊ីនផលិតទឹកកកអនាម័យ
Total Produce Per Day,ផលិតកម្មសរុបក្នុងមួយថ្ងៃ
Payment Type Group EN,ក្រុមប្រភេទការទូទាត់អង់គ្លេស
Is Default,ជាលំនាំដើម
Title,ចំណងជើង
Search or type a command,ស្វែងរក ឬវាយពាក្យបញ្ជា
Selling Workspace,ផ្ទាំងការងារលក់
All,ទាំងអស់
ALL,ទាំងអស់
No New Notifications,មិនមានការជូនដំណឹងថ្មីទេ
You have no new notifications,អ្នកមិនមានការជូនដំណឹងថ្មីទេ
Manage Dock,គ្រប់គ្រងផ្ទាំងម៉ឺនុយ
Last Edited By {0},បានកែសម្រួលចុងក្រោយដោយ {0}
Last Edited By{0},បានកែសម្រួលចុងក្រោយដោយ {0}
hour ago{0},{0} ម៉ោងមុន
hour ago {0},{0} ម៉ោងមុន
Clear Value,លុបតម្លៃ
Produce QTY 1,ចំនួនផលិត ១
Produce QTY 2,ចំនួនផលិត ២
Defected QTY,ចំនួនខូច
Are you sure you want to log out?,តើអ្នកប្រាកដថាចង់ចាកចេញពីប្រព័ន្ធមែនទេ?
No,ទេ
Yes,យល់ព្រម
Bank Transfer,ការផ្ទេរប្រាក់តាមធនាគារ
Transfer Type,ប្រភេទការផ្ទេរ
"System Manager","អ្នកគ្រប់គ្រងប្រព័ន្ធ"
"Cash Transfer","ការផ្ទេរសាច់ប្រាក់"
"Owner Withdrawal","ការដកប្រាក់របស់ម្ចាស់"
"Withdraw by","ដកប្រាក់ដោយ"
"Transfer Detail","ព័ត៌មានលម្អិតនៃការផ្ទេរ"
"Bank Number","លេខគណនីធនាគារ"
"Withdraw By Name","ឈ្មោះអ្នកដកប្រាក់"
"Transfer From","ផ្ទេរពី"
"Transfer To","ផ្ទេរទៅ"
"Transfer Account Type","ប្រភេទគណនីផ្ទេរ"
"Available Amount to Transfer","ចំនួនទឹកប្រាក់ដែលអាចផ្ទេរបាន"
"Amount in Transfer Currency","ចំនួនទឹកប្រាក់ជារូបិយប័ណ្ណផ្ទេរ"
"Transfer amount must be greater than zero.","ចំនួនទឹកប្រាក់ផ្ទេរត្រូវតែធំជាងសូន្យ។"
